hea_id,cas_id,case_number,cth_id,courthouse_name,ctr_id,courtroom_name,start_ts,end_ts,usr_id,defendant_name,judge_name
4846151,1937454,T201509165,93,NEWCASTLE UPON TYNE,487,4,2015-10-07T16:30:30.000z,2015-10-07T17:30:30.000z,201,Yaretzi,Hahn QC
4849853,1938894,T201509255,93,NEWCASTLE UPON TYNE,479,11,2015-07-15T07:55:19.000z,2015-07-15T08:55:19.000z,241,Shepherd,THE RECORDER OF NEWCASTLE UPON TYNE
4853531,1940348,T201309346,93,NEWCASTLE UPON TYNE,486,3,2013-10-05T00:19:02.000z,2013-10-05T01:19:02.000z,221,Brodie,Stark KC
4868187,1946193,T201809711,93,NEWCASTLE UPON TYNE,477,1,2019-01-06T01:05:15.000z,2019-01-06T02:05:15.000z,-101,Aldo,Default, Judge
4890675,1955182,T201510273,93,NEWCASTLE UPON TYNE,487,4,2015-05-03T00:26:39.000z,2015-05-03T01:26:39.000z,241,Alden,N/A
4900384,1958997,T202210511,93,NEWCASTLE UPON TYNE,478,10,2022-05-19T07:30:23.000z,2022-05-19T08:30:23.000z,241,Bodie,Mathis KC
4918294,1966207,T201610962,93,NEWCASTLE UPON TYNE,480,12,2016-02-15T20:03:47.000z,2016-02-15T21:03:47.000z,221,Yosef,His Honour Judge Montes
4938292,1974131,T202011457,93,NEWCASTLE UPON TYNE,490,7,2020-09-18T08:41:05.000z,2020-09-18T09:41:05.000z,241,Lillian,NONE
4946785,1977578,T201111673,93,NEWCASTLE UPON TYNE,478,10,2011-08-11T00:25:49.000z,2011-08-11T01:25:49.000z,201,Bryan,Nash QC
4979333,1990605,T201412487,93,NEWCASTLE UPON TYNE,480,12,2014-03-30T21:53:57.000z,2014-03-30T22:53:57.000z,202,Arian,Hodge QC
4982083,1991728,T201712557,93,NEWCASTLE UPON TYNE,477,1,2017-04-21T08:34:19.000z,2017-04-21T09:34:19.000z,241,David,HER HONOUR JUDGE Ryan
4982357,1991832,T200912564,93,NEWCASTLE UPON TYNE,477,1,2009-01-18T03:58:44.000z,2009-01-18T04:58:44.000z,-101,Jase,McFarland KC
5017463,2005863,T202400640,119,SNARESBROOK,606,8,2024-05-25T19:04:48.000z,2024-05-25T20:04:48.000z,723,Ezequiel,His Honour Judge Knapp
5082776,2032003,T202002274,119,SNARESBROOK,602,4,2020-03-05T22:06:20.000z,2020-03-05T23:06:20.000z,690,Adalyn,N/A
5171719,2067594,T201104499,119,SNARESBROOK,594,15,2011-08-29T09:05:14.000z,2011-08-29T10:05:14.000z,662,Paris,Calhoun KC
5184112,2072595,T202004811,119,SNARESBROOK,592,13,2020-02-10T09:50:30.000z,2020-02-10T10:50:30.000z,689,Adelina,HER HONOUR JUDGE Oliver
5249727,2098875,T201206454,119,SNARESBROOK,596,17,2012-03-05T13:39:25.000z,2012-03-05T14:39:25.000z,689,Maci,HIS HONOUR JUDGE Figueroa
5258718,2102495,T201606680,119,SNARESBROOK,600,20,2016-10-27T10:43:54.000z,2016-10-27T11:43:54.000z,723,Lilith,His Honour Judge Davidson
5298796,2118479,T201607679,119,SNARESBROOK,589,10,2016-07-21T04:40:15.000z,2016-07-21T05:40:15.000z,689,Kyson,HER HONOUR JUDGE Cardenas
5322767,2128145,T201808283,119,SNARESBROOK,599,2,2018-05-13T15:58:08.000z,2018-05-13T16:58:08.000z,943,Augustine,Drake KC
5512309,2203999,T201613024,119,SNARESBROOK,602,4,2016-07-05T18:23:26.000z,2016-07-05T19:23:26.000z,723,Dane,NONE
5524306,2208790,T202313323,119,SNARESBROOK,598,19,2023-12-16T10:39:11.000z,2023-12-16T11:39:11.000z,689,Penelope,Huerta QC
5553292,2220375,T202414047,119,SNARESBROOK,607,9,2024-05-17T05:44:07.000z,2024-05-17T06:44:07.000z,703,Dorothy,Pittman KC
5603751,2240627,T202015313,119,SNARESBROOK,597,18,2020-10-27T16:05:58.000z,2020-10-27T17:05:58.000z,723,Estella,NONE
5696352,2277602,T201001624,104,PLYMOUTH,541,2,2010-02-06T15:13:26.000z,2010-02-06T16:13:26.000z,659,Felix,Mason KC
5700548,2279317,T201301731,104,PLYMOUTH,540,1,2013-02-03T17:46:22.000z,2013-02-03T18:46:22.000z,523,Felix,Her Honour Judge Salgado
5856918,2341709,T202002430,101,PETERBOROUGH,533,2,2020-05-16T00:29:04.000z,2020-05-16T01:29:04.000z,507,Kristian,N/A
5890350,2355006,T202000061,51,GUILDFORD,255,3,2020-07-09T04:09:07.000z,2020-07-09T05:09:07.000z,221,Ruth,Morton KC
5892007,2355655,T201300102,51,GUILDFORD,255,3,2013-05-29T17:33:20.000z,2013-05-29T18:33:20.000z,241,Chana,Grant QC
5914436,2364681,T201500666,51,GUILDFORD,254,2,2015-04-11T12:02:27.000z,2015-04-11T13:02:27.000z,241,Rhys,Her Honour Judge Torres
5922701,2368013,T201900874,51,GUILDFORD,256,4,2019-08-25T17:46:57.000z,2019-08-25T18:46:57.000z,241,Louie,HER HONOUR JUDGE Beard
5924377,2368684,T201800916,51,GUILDFORD,253,1,2018-09-21T07:53:40.000z,2018-09-21T08:53:40.000z,221,Tatum,HER HONOUR JUDGE Coffey
5953607,2380439,T201301651,51,GUILDFORD,253,1,2013-05-15T14:15:10.000z,2013-05-15T15:15:10.000z,221,Otis,HIS HONOUR JUDGE Sellers
5966745,2385662,T202001977,51,GUILDFORD,256,4,2020-11-06T11:24:55.000z,2020-11-06T12:24:55.000z,-101,Jessica,N/A
5969602,2386796,T201802048,51,GUILDFORD,256,4,2018-03-31T15:09:47.000z,2018-03-31T16:09:47.000z,241,Brian,Her Honour Judge Lopez
5977221,2389789,T201902235,51,GUILDFORD,253,1,2019-08-01T08:34:06.000z,2019-08-01T09:34:06.000z,221,Kayden,Her Honour Judge Sierra
5977296,2389821,T201902237,51,GUILDFORD,253,1,2019-05-05T00:35:37.000z,2019-05-05T01:35:37.000z,221,Emery,N/A
5984463,2392660,T201002415,51,GUILDFORD,254,2,2010-01-22T01:39:18.000z,2010-01-22T02:39:18.000z,-101,Morgan,Her Honour Judge Vega
5990999,2395257,T201502577,51,GUILDFORD,253,1,2016-01-01T06:28:27.000z,2016-01-01T07:28:27.000z,221,Kira,Default, Judge
6004728,2400726,T201202919,51,GUILDFORD,256,4,2012-11-29T19:52:20.000z,2012-11-29T20:52:20.000z,221,Estelle,THE RECORDER OF GUILDFORD
6009364,2402591,T202103035,51,GUILDFORD,255,3,2021-03-30T13:09:54.000z,2021-03-30T14:09:54.000z,-101,Hank,HIS HONOUR JUDGE Phan
6012490,2403854,T202003114,51,GUILDFORD,253,1,2021-01-06T07:52:12.000z,2021-01-06T08:52:12.000z,-101,Jessica,HIS HONOUR JUDGE Xiong
6120160,2446937,T201400207,77,LINCOLN,380,3,2014-02-13T06:49:29.000z,2014-02-13T07:49:29.000z,461,Tristan,Jacobson QC
6264220,2504594,T202201410,109,PRESTON [THE SESSIONS HOUSE],564,1,2022-08-21T15:58:30.000z,2022-08-21T16:58:30.000z,641,Hugh,Harmon QC
6316334,2525413,T202400311,58,HUNTINGDON LAW COURTS,276,5,2024-06-22T06:55:39.000z,2024-06-22T07:55:39.000z,-101,Helena,N/A
6324634,2528731,T201400519,58,HUNTINGDON LAW COURTS,274,1,2014-03-28T15:23:39.000z,2014-03-28T16:23:39.000z,241,Ashley,Klein KC
6339275,2534591,T201800885,58,HUNTINGDON LAW COURTS,274,1,2018-04-02T09:16:57.000z,2018-04-02T10:16:57.000z,-101,Gwen,HIS HONOUR JUDGE Evans
6362701,2543940,T202301469,58,HUNTINGDON LAW COURTS,274,1,2023-08-16T06:20:10.000z,2023-08-16T07:20:10.000z,-101,Bennett,His Honour Judge Snyder
6384224,2552506,T201302005,58,HUNTINGDON LAW COURTS,274,1,2013-02-04T02:44:07.000z,2013-02-04T03:44:07.000z,597,Branson,Default, Judge
6384574,2552650,T201302014,58,HUNTINGDON LAW COURTS,276,5,2013-02-27T18:01:02.000z,2013-02-27T19:01:02.000z,241,Fallon,Her Honour Judge Lowe
6420925,2567195,T201300523,69,LEEDS CLOTH HALL COURT,356,3,2013-07-21T16:06:58.000z,2013-07-21T17:06:58.000z,545,Leighton,Duarte QC
6660889,2662990,T201401710,145,WOLVERHAMPTON CC AT PARK HALL,735,199,2014-09-17T09:52:51.000z,2014-09-17T10:52:51.000z,624,Katherine,Calderon KC
6780383,2710854,T202102301,1001,THE CRIMINAL COURT GUILDHALL,675,1,2021-03-19T21:13:19.000z,2021-03-19T22:13:19.000z,766,Norah,Her Honour Judge Campos
6789501,2714496,T201400129,151,YORK,775,YORK_01,2014-02-28T21:07:44.000z,2014-02-28T22:07:44.000z,764,Ava,Her Honour Judge Montes
6851090,2739139,T201701669,151,YORK,773,1,2017-12-11T07:15:44.000z,2017-12-11T08:15:44.000z,764,Kenia,HER HONOUR JUDGE Austin
6881953,2751460,T201700039,15,BRIGHTON MAGISTRATES COURT,81,3,2017-02-01T17:14:29.000z,2017-02-01T18:14:29.000z,-101,Santana,HER HONOUR JUDGE Frye
6882523,2751688,T202100053,15,BRIGHTON MAGISTRATES COURT,81,3,2021-05-01T01:19:26.000z,2021-05-01T02:19:26.000z,221,Laila,His Honour Judge Floyd
6888319,2754005,T201800198,15,BRIGHTON MAGISTRATES COURT,82,4,2018-10-01T06:01:39.000z,2018-10-01T07:01:39.000z,241,Kody,N/A
6943912,2776299,T202401591,15,BRIGHTON MAGISTRATES COURT,81,3,2024-11-11T07:25:10.000z,2024-11-11T08:25:10.000z,241,Dallas,HIS HONOUR JUDGE Felix
6948575,2778169,T202201708,15,BRIGHTON MAGISTRATES COURT,80,1,2022-06-18T11:12:22.000z,2022-06-18T12:12:22.000z,-101,Aaron,HER HONOUR JUDGE Nash
6959423,2782473,T202201977,15,BRIGHTON MAGISTRATES COURT,80,1,2022-02-09T01:23:17.000z,2022-02-09T02:23:17.000z,-101,Kinsley,Bernal KC
6965162,2784779,T202402121,15,BRIGHTON MAGISTRATES COURT,81,3,2024-02-04T01:49:59.000z,2024-02-04T02:49:59.000z,-101,Milani,Default, Judge
6971118,2787134,T201102269,15,BRIGHTON MAGISTRATES COURT,81,3,2011-01-22T15:02:02.000z,2011-01-22T16:02:02.000z,302,Wayne,NONE
6995872,2797022,T200900487,59,INNER LONDON,286,6,2009-09-25T20:01:43.000z,2009-09-25T21:01:43.000z,598,Jakob,Default, Judge
7014554,2804487,T201800953,59,INNER LONDON,280,12,2018-07-08T11:59:29.000z,2018-07-08T12:59:29.000z,221,Luciana,N/A
7028946,2810211,T201401311,59,INNER LONDON,283,3,2014-09-24T21:31:35.000z,2014-09-24T22:31:35.000z,-101,Drew,N/A
7029913,2810578,T201301334,59,INNER LONDON,277,1,2013-02-17T07:10:36.000z,2013-02-17T08:10:36.000z,364,Nataly,Bradley KC
7038687,2814055,T201801551,59,INNER LONDON,279,11,2018-02-18T22:49:01.000z,2018-02-18T23:49:01.000z,241,Jonah,HIS HONOUR JUDGE Romero
7052030,2819394,T201301885,59,INNER LONDON,278,10,2013-11-19T03:23:10.000z,2013-11-19T04:23:10.000z,221,Kalel,Becker KC
7057793,2821689,T202002028,59,INNER LONDON,278,10,2020-10-08T01:38:50.000z,2020-10-08T02:38:50.000z,221,Amira,HER HONOUR JUDGE Guerrero
7058563,2822011,T202202048,59,INNER LONDON,287,7,2022-07-18T01:41:33.000z,2022-07-18T02:41:33.000z,-101,Alexa,Sullivan QC
7058728,2822078,T200902053,59,INNER LONDON,286,6,2009-09-10T00:41:01.000z,2009-09-10T01:41:01.000z,221,Ayden,Default, Judge
7073879,2828067,T201402427,59,INNER LONDON,288,8,2014-09-17T12:13:27.000z,2014-09-17T13:13:27.000z,-101,Nathan,Shaffer QC
7084212,2832150,T201702682,59,INNER LONDON,279,11,2017-05-18T11:25:13.000z,2017-05-18T12:25:13.000z,241,Angie,Williams KC
7090603,2834703,T201002842,59,INNER LONDON,284,4,2010-06-18T12:30:42.000z,2010-06-18T13:30:42.000z,364,Emilia,His Honour Judge Velasquez
7094160,2836116,T201502930,59,INNER LONDON,283,3,2015-08-23T02:25:14.000z,2015-08-23T03:25:14.000z,241,Allan,Gilbert KC
7106118,2840912,T201103230,59,INNER LONDON,277,1,2011-04-18T17:48:47.000z,2011-04-18T18:48:47.000z,221,Emerald,HER HONOUR JUDGE Lamb
7125217,2848531,T201403706,59,INNER LONDON,282,2,2014-04-15T06:17:39.000z,2014-04-15T07:17:39.000z,241,Hunter,HER HONOUR JUDGE Berg
7136112,2852832,T201103975,59,INNER LONDON,281,13,2011-10-04T22:04:13.000z,2011-10-04T23:04:13.000z,-101,Hannah,THE RECORDER OF INNER LONDON
7136145,2852846,T200903976,59,INNER LONDON,279,11,2009-04-26T09:55:38.000z,2009-04-26T10:55:38.000z,241,Trevor,THE RECORDER OF INNER LONDON
7163226,2863671,T201804652,59,INNER LONDON,289,9,2018-01-24T09:35:02.000z,2018-01-24T10:35:02.000z,241,Grady,HER HONOUR JUDGE Schultz
7192047,2875175,T201805371,59,INNER LONDON,279,11,2018-12-19T18:41:44.000z,2018-12-19T19:41:44.000z,241,Melanie,Default, Judge
7198187,2877665,T201205527,59,INNER LONDON,287,7,2012-09-15T02:21:06.000z,2012-09-15T03:21:06.000z,-101,Rylee,N/A
7212688,2883405,T202405885,59,INNER LONDON,287,7,2024-03-23T06:37:08.000z,2024-03-23T07:37:08.000z,-101,Keenan,HER HONOUR JUDGE Chan
7215954,2884689,T201205966,59,INNER LONDON,289,9,2012-11-07T12:03:29.000z,2012-11-07T13:03:29.000z,921,Lyra,Default, Judge
7246693,2896971,T202206733,59,INNER LONDON,283,3,2022-10-23T07:52:39.000z,2022-10-23T08:52:39.000z,221,Malani,Terry KC
7251829,2899042,T201306863,59,INNER LONDON,277,1,2013-04-11T20:16:58.000z,2013-04-11T21:16:58.000z,241,Andrea,His Honour Judge Holland
7258279,2901638,T201707025,59,INNER LONDON,279,11,2017-06-02T19:00:19.000z,2017-06-02T20:00:19.000z,241,Alaya,HIS HONOUR JUDGE Riley
7260975,2902715,T202207092,59,INNER LONDON,287,7,2022-08-18T03:21:51.000z,2022-08-18T04:21:51.000z,241,Finnegan,Default, Judge
7266123,2904775,T201807221,59,INNER LONDON,289,9,2018-09-18T12:12:50.000z,2018-09-18T13:12:50.000z,221,Serena,HER HONOUR JUDGE Tate
7272964,2907509,T201607392,59,INNER LONDON,281,13,2016-01-26T06:59:20.000z,2016-01-26T07:59:20.000z,921,Kinslee,O???brien QC
7273294,2907639,T201807400,59,INNER LONDON,281,13,2018-02-18T03:46:58.000z,2018-02-18T04:46:58.000z,421,Raven,N/A
7277808,2909459,T201407514,59,INNER LONDON,289,9,2014-11-23T13:16:26.000z,2014-11-23T14:16:26.000z,221,Gwendolyn,Sharp QC
7281052,2910748,T202307594,59,INNER LONDON,281,13,2023-03-03T01:13:57.000z,2023-03-03T02:13:57.000z,-101,Leonard,Her Honour Judge Peterson
7299824,2918279,T201808065,59,INNER LONDON,288,8,2018-04-24T05:11:19.000z,2018-04-24T06:11:19.000z,921,Parker,N/A
7303818,2919861,T201608164,59,INNER LONDON,282,2,2016-01-28T15:43:20.000z,2016-01-28T16:43:20.000z,221,Frances,N/A
7310152,2922403,T201408323,59,INNER LONDON,283,3,2014-02-18T06:21:05.000z,2014-02-18T07:21:05.000z,221,Elora,Her Honour Judge Rice
7329410,2930085,T201608803,59,INNER LONDON,277,1,2016-07-01T17:20:43.000z,2016-07-01T18:20:43.000z,241,Sonny,NONE
7335985,2932716,T202308967,59,INNER LONDON,285,5,2023-03-19T09:22:12.000z,2023-03-19T10:22:12.000z,241,Gael,HIS HONOUR JUDGE Preston
7379819,2950301,T202410066,59,INNER LONDON,277,1,2024-06-15T09:12:34.000z,2024-06-15T10:12:34.000z,241,Jaime,Default, Judge
7380583,2950615,T201810086,59,INNER LONDON,285,5,2018-09-30T02:26:39.000z,2018-09-30T03:26:39.000z,221,June,N/A
7382923,2951558,T201710145,59,INNER LONDON,287,7,2017-03-04T04:49:54.000z,2017-03-04T05:49:54.000z,241,Raul,Sullivan KC
7383867,2951938,T201310169,59,INNER LONDON,286,6,2013-04-17T08:34:58.000z,2013-04-17T09:34:58.000z,241,Kyrie,Her Honour Judge Liu
7385551,2952619,T202210211,59,INNER LONDON,279,11,2022-11-06T16:50:28.000z,2022-11-06T17:50:28.000z,241,Valery,His Honour Judge Fischer
7452660,2979447,T201501488,141,WARWICK,712,7,2015-12-15T09:42:52.000z,2015-12-15T10:42:52.000z,614,Florence,N/A
7617151,3045167,T202305595,141,WARWICK,712,7,2023-08-03T02:06:50.000z,2023-08-03T03:06:50.000z,650,Lilly,His Honour Judge Guzman
7619823,3046240,T202300062,81,LUTON,420,6,2023-03-17T00:47:17.000z,2023-03-17T01:47:17.000z,983,Zara,Her Honour Judge Horn
7691972,3075048,T201501863,81,LUTON,418,4,2015-01-19T16:37:22.000z,2015-01-19T17:37:22.000z,983,Brandon,His Honour Judge Cuevas
7749662,3098186,T201703309,81,LUTON,416,2,2017-01-28T11:49:18.000z,2017-01-28T12:49:18.000z,983,Flynn,NONE
7840084,3134411,T201700773,68,LEEDS,342,18,2017-05-16T22:59:57.000z,2017-05-16T23:59:57.000z,544,Hope,HIS HONOUR JUDGE Franco
7955635,3180544,T202203656,68,LEEDS,349,5,2022-01-27T12:57:26.000z,2022-01-27T13:57:26.000z,712,Dakota,N/A
8009460,3202157,T201905007,68,LEEDS,340,16,2019-07-03T00:12:25.000z,2019-07-03T01:12:25.000z,594,Malachi,HER HONOUR JUDGE Roberson
8013593,3203807,T202105110,68,LEEDS,335,11,2021-07-17T17:45:33.000z,2021-07-17T18:45:33.000z,711,Cataleya,HER HONOUR JUDGE Kim
8029890,3210349,T201905519,68,LEEDS,338,14,2019-08-15T15:07:54.000z,2019-08-15T16:07:54.000z,665,Katherine,His Honour Judge Meadows
8054195,3220081,T202306127,68,LEEDS,345,22,2023-06-14T17:04:12.000z,2023-06-14T18:04:12.000z,666,Tiffany,His Honour Judge Browning
8176381,3269033,T201509187,68,LEEDS,334,10,2015-02-09T11:28:28.000z,2015-02-09T12:28:28.000z,544,Philip,THE RECORDER OF LEEDS
8186306,3272987,T201709434,68,LEEDS,337,13,2017-06-12T03:44:46.000z,2017-06-12T04:44:46.000z,666,Harold,Enriquez KC
8191902,3275237,T201109575,68,LEEDS,340,16,2011-07-30T13:34:42.000z,2011-07-30T14:34:42.000z,544,Marcelo,Her Honour Judge Ryan
8195869,3276851,T200909676,68,LEEDS,343,19,2009-02-04T02:06:00.000z,2009-02-04T03:06:00.000z,665,Moshe,Francis QC
8213487,3283883,T201710115,68,LEEDS,343,19,2018-01-04T13:07:07.000z,2018-01-04T14:07:07.000z,448,Curtis,Klein KC
8279783,3310446,T202011775,68,LEEDS,346,27,2020-12-31T01:34:53.000z,2020-12-31T02:34:53.000z,711,Jayleen,NONE
8413188,3363640,T201415100,68,LEEDS,349,5,2014-10-27T14:05:46.000z,2014-10-27T15:05:46.000z,665,Zariyah,NONE
8451232,3378904,T201416054,68,LEEDS,348,4,2014-03-27T18:17:24.000z,2014-03-27T19:17:24.000z,666,Isabelle,HIS HONOUR JUDGE Ramirez
9414842,3764266,T201800033,50,GREAT GRIMSBY,251,2,2018-07-02T19:49:50.000z,2018-07-02T20:49:50.000z,221,Nyla,N/A
9422532,3767362,T201000227,50,GREAT GRIMSBY,251,2,2010-10-31T05:38:11.000z,2010-10-31T06:38:11.000z,221,Rory,NONE
9427991,3769536,T202400362,50,GREAT GRIMSBY,251,2,2024-04-03T21:06:25.000z,2024-04-03T22:06:25.000z,-101,Diana,Marshall QC
9435931,3772719,T202300561,50,GREAT GRIMSBY,250,1,2023-02-22T08:03:20.000z,2023-02-22T09:03:20.000z,241,Mark,HIS HONOUR JUDGE Klein
9465273,3784382,T202201290,50,GREAT GRIMSBY,250,1,2022-04-10T00:16:56.000z,2022-04-10T01:16:56.000z,-101,Gabriella,Barker KC
9475101,3788319,T202301536,50,GREAT GRIMSBY,250,1,2023-03-13T18:12:07.000z,2023-03-13T19:12:07.000z,-101,London,NONE
9501409,3798863,T202302195,50,GREAT GRIMSBY,252,3,2023-08-20T03:47:04.000z,2023-08-20T04:47:04.000z,-101,Eduardo,HER HONOUR JUDGE Richmond
9563758,3823837,T202101356,78,LIVERPOOL,411,62,2021-07-01T06:55:53.000z,2021-07-01T07:55:53.000z,161,Ruben,Her Honour Judge Rangel
9586706,3832959,T202301926,78,LIVERPOOL,405,54,2023-07-11T10:55:58.000z,2023-07-11T11:55:58.000z,669,Mila,Meyers QC
9627232,3849070,T202202933,78,LIVERPOOL,385,3,2022-11-04T19:54:52.000z,2022-11-04T20:54:52.000z,744,Zaniyah,NONE
9643682,3855630,T202203343,78,LIVERPOOL,410,61,2022-08-08T07:01:40.000z,2022-08-08T08:01:40.000z,21,Colt,HER HONOUR JUDGE Whitaker
9646063,3856583,T201503403,78,LIVERPOOL,383,25,2015-08-16T14:46:10.000z,2015-08-16T15:46:10.000z,670,Paislee,THE RECORDER OF LIVERPOOL
9684604,3872023,T201504368,78,LIVERPOOL,381,1,2015-11-16T00:37:34.000z,2015-11-16T01:37:34.000z,546,Zeke,THE RECORDER OF LIVERPOOL
9757107,3901121,T200906187,78,LIVERPOOL,394,41,2009-07-14T21:02:59.000z,2009-07-14T22:02:59.000z,670,Clayton,His Honour Judge Grant
9757291,3901199,T202306191,78,LIVERPOOL,399,45,2023-12-22T22:57:42.000z,2023-12-22T23:57:42.000z,670,Opal,NONE
9774869,3908112,T202406623,78,LIVERPOOL,395,42,2024-03-11T22:02:00.000z,2024-03-11T23:02:00.000z,670,Willow,Rich QC
9803123,3919422,T202207330,78,LIVERPOOL,389,3,3,2022-12-04T02:49:25.000z,2022-12-04T03:49:25.000z,21,Jaime,His Honour Judge Maldonado
9812076,3922968,T201607552,78,LIVERPOOL,399,45,2016-10-29T14:19:39.000z,2016-10-29T15:19:39.000z,744,Bridger,Booker QC
9814725,3924003,T201107617,78,LIVERPOOL,406,5.4,2011-02-03T00:54:30.000z,2011-02-03T01:54:30.000z,669,Griffin,Morrison QC
9841862,3934796,T202008291,78,LIVERPOOL,381,1,2020-06-12T14:51:26.000z,2020-06-12T15:51:26.000z,670,Dustin,N/A
9955922,3980431,T202311143,78,LIVERPOOL,383,25,2023-06-10T16:25:17.000z,2023-06-10T17:25:17.000z,21,Mckinley,HIS HONOUR JUDGE Hampton
9966837,3984795,T201911416,78,LIVERPOOL,383,25,2019-07-06T11:39:37.000z,2019-07-06T12:39:37.000z,669,Kai,Moody QC
9998119,3997337,T201712200,78,LIVERPOOL,383,25,2017-12-24T20:15:35.000z,2017-12-24T21:15:35.000z,21,Danny,Rivera KC
10027437,4009127,T201512937,78,LIVERPOOL,406,5.4,2015-11-16T20:15:11.000z,2015-11-16T21:15:11.000z,21,Aryan,His Honour Judge Armstrong
10039613,4013977,T201713240,78,LIVERPOOL,399,45,2017-05-13T11:10:19.000z,2017-05-13T12:10:19.000z,161,Barbara,HIS HONOUR JUDGE Carr
10040111,4014171,T201913252,78,LIVERPOOL,390,34,2019-05-09T06:43:30.000z,2019-05-09T07:43:30.000z,21,Anahi,HIS HONOUR JUDGE Sellers
10044346,4015837,T202113356,78,LIVERPOOL,402,52,2021-05-19T03:54:56.000z,2021-05-19T04:54:56.000z,462,Londyn,His Honour Judge Madden
10071227,4026608,T202414029,78,LIVERPOOL,399,45,2024-12-28T04:30:10.000z,2024-12-28T05:30:10.000z,709,Caroline,His Honour Judge Felix
10089869,4034085,T201314497,78,LIVERPOOL,408,56,2013-06-06T10:02:25.000z,2013-06-06T11:02:25.000z,669,Mercy,Default, Judge
10113119,4043377,T200915078,78,LIVERPOOL,401,51,2009-06-16T05:29:14.000z,2009-06-16T06:29:14.000z,21,Allyson,HER HONOUR JUDGE Greer
10129624,4049980,T202015490,78,LIVERPOOL,405,54,2020-03-01T20:07:34.000z,2020-03-01T21:07:34.000z,161,Emmitt,NONE
10245798,4096313,T201718386,78,LIVERPOOL,400,46,2017-04-28T09:09:34.000z,2017-04-28T10:09:34.000z,21,Kylee,NONE
10251218,4098473,T201718521,78,LIVERPOOL,398,4.4,2017-09-28T13:41:53.000z,2017-09-28T14:41:53.000z,709,Joyce,Rogers KC
10269459,4105801,T201718979,78,LIVERPOOL,382,11,2017-10-15T12:29:48.000z,2017-10-15T13:29:48.000z,546,Romina,Default, Judge
10298090,4117275,T201919696,78,LIVERPOOL,387,32,2019-07-19T14:27:11.000z,2019-07-19T15:27:11.000z,710,Nia,His Honour Judge Curtis
10387527,4152999,T201521929,78,LIVERPOOL,400,46,2015-10-31T20:50:40.000z,2015-10-31T21:50:40.000z,576,Estelle,Her Honour Judge Johnston
10409867,4161981,T202122490,78,LIVERPOOL,386,31,2021-03-10T17:42:24.000z,2021-03-10T18:42:24.000z,546,Donovan,N/A
10437918,4173146,T201823188,78,LIVERPOOL,403,5.2,2018-04-27T00:31:14.000z,2018-04-27T01:31:14.000z,670,Scout,HIS HONOUR JUDGE Dorsey
10439872,4173913,T201723236,78,LIVERPOOL,395,42,2017-01-20T03:17:00.000z,2017-01-20T04:17:00.000z,669,Nasir,THE RECORDER OF LIVERPOOL
10443809,4175503,T202323335,78,LIVERPOOL,404,53,2023-06-22T19:03:17.000z,2023-06-22T20:03:17.000z,576,Isabelle,Choi KC
10459773,4181881,T201723734,78,LIVERPOOL,394,41,2017-12-29T19:03:43.000z,2017-12-29T20:03:43.000z,546,Trinity,NONE
10493961,4195482,T201824584,78,LIVERPOOL,392,3.5,2018-12-21T10:29:41.000z,2018-12-21T11:29:41.000z,576,Braylee,Nash QC
10530998,4210234,T201825506,78,LIVERPOOL,384,26,2018-12-18T02:39:18.000z,2018-12-18T03:39:18.000z,21,Naomi,Humphrey QC
10552124,4218728,T201600437,110,PROSPERO HOUSE,568,2,2016-07-02T12:07:15.000z,2016-07-02T13:07:15.000z,661,Cassidy,Her Honour Judge Wong
10559119,4221520,T202400611,110,PROSPERO HOUSE,568,2,2024-11-22T07:11:42.000z,2024-11-22T08:11:42.000z,634,Otis,Davidson KC
10834284,4331599,T202100291,19,CAMBRIDGE,99,1,2021-11-11T12:32:55.000z,2021-11-11T13:32:55.000z,-101,Novah,Her Honour Judge Holland
10856710,4340619,T201700855,19,CAMBRIDGE,100,2,2017-02-20T06:07:38.000z,2017-02-20T07:07:38.000z,241,Savanna,THE RECORDER OF CAMBRIDGE
10858241,4341245,T201900894,19,CAMBRIDGE,100,2,2019-05-03T21:51:42.000z,2019-05-03T22:51:42.000z,385,Princeton,Ali QC
10886699,4352680,T201401609,19,CAMBRIDGE,100,2,2014-04-03T00:32:13.000z,2014-04-03T01:32:13.000z,221,Valery,N/A
10890651,4354275,T200901709,19,CAMBRIDGE,99,1,2009-05-22T11:43:48.000z,2009-05-22T12:43:48.000z,724,Maxine,Hodge KC
10901256,4358556,T201801976,19,CAMBRIDGE,99,1,2018-01-05T07:32:00.000z,2018-01-05T08:32:00.000z,385,Braxton,HER HONOUR JUDGE Powell
10902272,4358963,T200902002,19,CAMBRIDGE,99,1,2009-07-08T01:36:58.000z,2009-07-08T02:36:58.000z,-101,Sebastian,HER HONOUR JUDGE Flynn
11005325,4400181,T201102178,116,READING MAGISTRATES COURT,579,7,2011-02-16T08:14:11.000z,2011-02-16T09:14:11.000z,642,Cassidy,N/A
11052898,4419198,T202000166,27,CHESTER,162,4,2020-09-02T20:16:51.000z,2020-09-02T21:16:51.000z,241,Hunter,THE RECORDER OF CHESTER
11082374,4431001,T201500904,27,CHESTER,162,4,2016-01-03T21:13:21.000z,2016-01-03T22:13:21.000z,241,Sonny,HER HONOUR JUDGE Xiong
