Email,Password,user_name,cth_id,courthouse_name,courthouse_code,Type,cas_id1,hea_id1,cas_id2,hea_id2,cas_id3,hea_id3,cas_id4,hea_id4,cas_id5,hea_id5
PerfCourtClerk33@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk33,36,"Aldersgate House",36,CourtClerk,527853,1320379,536941,1342845,539645,1349594,538061,1345638,540973,1352835
PerfCourtClerk34@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk34,8,"Birmingham",8,CourtClerk,9789811,24480363,9811075,24533665,9721251,24309086,9780707,24457593,9840275,24606584
PerfCourtClerk35@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk35,19,"Cambridge",19,CourtClerk,4358514,10901144,4354946,10892329,4354946,10892329,4332882,10837458,4363634,10913974
PerfCourtClerk36@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk36,50,"Great Grimsby Combined Court Centre",50,CourtClerk,3771280,9432373,3778320,9449936,3763776,9413620,3771968,9434086,3783120,9462000
PerfCourtClerk37@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk37,44,"Doncaster Crown Court",44,CourtClerk,403756,1009799,409100,1023293,402684,1007018,417372,1044076,418012,1045721
PerfCourtClerk38@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk38,24,"Central Criminal Court",24,CourtClerk,4742324,11860778,4716596,11796418,4711748,11784260,4845956,12120700,4852580,12137235
PerfCourtClerk39@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk39,37,"Crown Court at Holborn",37,CourtClerk,1434131,3587619,1436995,3594796,1450819,3629318,1447011,3619864,1436995,3594797
PerfCourtClerk40@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk40,56,"Hereford",56,CourtClerk,60760,151967,41448,103859,62056,155293,51976,130126,51976,130126
PerfCourtClerk41@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk41,20,"Canterbury Combined Court Centre",20,CourtClerk,9069505,22678145,9045361,22617753,9118001,22799169,9122385,22810208,9123681,22813556
PerfCourtClerk42@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk42,14,"Bradford Combined Court Centre",14,CourtClerk,6998512,17500281,6954992,17391943,6970304,17430101,6925152,17317293,7006032,17519121
PerfCourtClerk43@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk43,45,"Dorchester Combined Court Centre",45,CourtClerk,109400,273213,105064,262331,105064,262332,104776,261618,109400,273213
PerfCourtClerk44@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk44,51,"Guildford",51,CourtClerk,2405090,6015571,2386930,5969951,2362610,5909332,2401170,6005826,2401170,6005826
PerfCourtClerk45@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk45,38,"Crown Court at Monument",38,CourtClerk,1463491,3661089,1482339,3708369,1470339,3678200,1467443,3671083,1473107,3685119
PerfCourtClerk46@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk46,59,"Inner London",59,CourtClerk,2944349,7364852,2893277,7237463,2939981,7354060,2814045,7038664,2907517,7272987
PerfCourtClerk47@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk47,28,"Chester Crowne Plaza",28,CourtClerk,1429155,3575218,1418531,3548702,1426291,3568150,1424787,3564393,1428755,3574205
PerfCourtClerk48@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk48,77,"Lincoln Combined Court Centre",77,CourtClerk,2481683,6206997,2449395,6126242,2478291,6198471,2481475,6206491,2481219,6205856
PerfCourtClerk49@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk49,29,"Chester Magistrates Court",29,CourtClerk,624736,1562245,615728,1539782,602192,1505828,622512,1556708,610704,1527185
PerfCourtClerk50@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk50,86,"Manchester Hilton Deansgate",86,CourtClerk,1291104,3230033,1295872,3241943,1300864,3254397,1283296,3210750,1295872,3241943
PerfCourtClerk51@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk51,62,"Isleworth",62,CourtClerk,8186548,20472603,8148468,20377396,8016740,20046457,8097076,20248314,8137300,20349490
PerfCourtClerk52@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk52,63,"Kingston upon Hull Combined Court Centre (including Beverley)",63,CourtClerk,6706254,16770573,6727566,16823865,6678958,16702289,6691038,16732401,6678958,16702289
PerfCourtClerk53@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk53,102,"Peterborough Knights Chamber",102,CourtClerk,345018,862953,354378,886469,356586,892054,352954,882871,354378,886468
PerfCourtClerk54@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk54,78,"Liverpool Crown Court",78,CourtClerk,4171760,10434454,4171760,10434454,4171760,10434454,4171760,10434454,,
PerfCourtClerk55@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk55,64,"Kingston",64,CourtClerk,10216987,25547515,10248763,25627037,10224651,25566663,10185387,25468608,10236827,25597215
PerfCourtClerk56@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk56,87,"Manchester Minshull Street",87,CourtClerk,8747948,21875682,8743756,21865234,8742540,21862158,8831740,22084723,8744860,21867931
PerfCourtClerk57@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk57,30,"Chester Town Hall",30,CourtClerk,556110,1390623,564846,1412478,565230,1413439,566286,1416104,565230,1413439
PerfCourtClerk58@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk58,64,"Kingston",64,CourtClerk,10155659,25394221,10230155,25580561,10213387,25538488,10203499,25513932,10155659,25394221
PerfCourtClerk59@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk59,96,"Northampton Combined Court Centre",96,CourtClerk,5763411,14413865,5768899,14427578,5794611,14491788,5763411,14413865,5743539,14364332
PerfCourtClerk60@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk46,60,"Inner London CC at the RCJ",60,CourtClerk,981451,2455484,977931,2446652,995035,2489575,977931,2446653,975051,2439481
PerfCourtClerk61@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk61,103,"Peterborough Magistrates Court",103,CourtClerk,2420018,6052935,2410770,6029751,2417234,6045993,2439058,6100482,2420018,6052935
PerfCourtClerk62@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk62,79,"Liverpool CJC",79,CourtClerk,222984,557897,221624,554435,224968,562881,221624,554436,219608,549463
PerfCourtClerk63@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk63,66,"Lancaster",66,CourtClerk,1316513,3293612,1309777,3276662,1323425,3310774,1319537,3301183,1327025,3319679
PerfCourtClerk64@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk64,88,"Birmingham Maple House",88,CourtClerk,679555,1699186,699587,1749209,698387,1746233,680755,1702150,697203,1743243
PerfCourtClerk65@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk65,31,"Chichester Combined Court Centre",31,CourtClerk,1776470,4443316,1781670,4456334,1776470,4443316,1776470,4443316,1773238,4435203
PerfCourtClerk66@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk46,61,"Ipswich",61,CourtClerk,5421935,13560176,5413983,13540328,5379599,13453890,5424703,13567048,5407663,13524380
PerfCourtClerk67@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk67,97,"Norwich Combined Court Centre",97,CourtClerk,5956117,14895920,5930565,14831786,5942853,14862468,5889813,14729756,5900245,14756033
PerfCourtClerk68@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk68,80,"Liverpool Hilton Hotel",80,CourtClerk,205448,514025,213192,533371,205368,513813,213192,533371,204808,512420
PerfCourtClerk69@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk69,104,"Plymouth",104,CourtClerk,2272080,5682436,2272704,5684021,2278608,5698825,2268224,5672827,2294304,5738192
PerfCourtClerk70@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk70,89,"Merthyr Tydfil Combined Court Centre",89,CourtClerk,17281372,32672387,17206069,32601463,17237714,32631678,17198070,32594627,17195972,32592692
PerfCourtClerk71@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk71,32,"Cirencester",32,CourtClerk,65848,164665,65912,164832,71624,179185,70312,175876,65336,163372
PerfCourtClerk72@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk46,62,"Isleworth",62,CourtClerk,8090628,20232047,8097076,20248314,8135972,20346121,8186532,20472554,8058868,20152507
PerfCourtClerk73@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk73,98,"Nottingham",98,CourtClerk,9003664,22513664,8989600,22478573,8942528,22361732,8897428,22248774,8973280,22437973
PerfCourtClerk74@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk74,81,"Luton",81,CourtClerk,3057393,7647904,3101921,7758969,3113681,7788269,3048577,7625737,3088785,7726182
PerfCourtClerk75@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk75,67,"Lancaster Ashton Hall",67,CourtClerk,191304,478507,199192,498187,200600,501738,195928,489972,195928,489972
PerfCourtClerk76@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk76,90,"Minshull St Sitting at Stockport",90,CourtClerk,369258,923592,368362,921372,369418,924000,366794,917427,362170,905965
PerfCourtClerk77@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk46,25,"Chelmsford",25,CourtClerk,6646045,16619983,6632461,16586141,6587341,16473078,6606621,16521484,6646045,16619983
PerfCourtClerk78@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk78,71,"Leicester",71,CourtClerk,9470844,23682311,9461372,23658533,9471372,23683679,9488236,23725974,9451500,23633650
PerfCourtClerk79@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk79,33,"Coventry Combined Court Centre",33,CourtClerk,4587091,11472448,4617331,11547995,4570867,11431979,4611635,11533737,4620179,11555169
PerfCourtClerk80@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk80,82,"M40 J15 Warwick Hotel",82,CourtClerk,1652995,4134632,1648819,4124230,1654083,4137388,1649987,4127147,1659043,4149966
PerfCourtClerk81@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk81,99,"Nottingham Mercure Hotel",99,CourtClerk,1587859,3971669,1604179,4012465,1593715,3986347,1604291,4012745,1610275,4027821
PerfCourtClerk82@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk82,91,"Mold",91,CourtClerk,783655,1960130,796023,1991044,785031,1963548,797319,1994302,793015,1983522
PerfCourtClerk83@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk83,68,"Leeds Combined Court Centre",68,CourtClerk,3216690,8045733,3295602,8242724,3264434,8165021,3205314,8017293,3312946,8286032
PerfCourtClerk84@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk84,72,"Leics Crown Sitting At Lough",72,CourtClerk,462396,1156767,462108,1156056,462972,1158221,453580,1134677,464860,1162888
PerfCourtClerk85@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk46,26,"Chelmsford New Magistrates",26,CourtClerk,1019180,2550030,1017884,2546715,1020908,2554356,1001820,2506553,1012108,2532240
PerfCourtClerk86@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk86,83,"Maidstone Combined Court",83,CourtClerk,7361538,18408843,7398626,18501578,7348162,18375206,7350530,18381150,7378770,18452059
PerfCourtClerk87@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk87,75,"Lewes Combined Court Centre",75,CourtClerk,5349278,13378509,5357982,13400267,5357982,13400267,5325406,13319078,5336206,13346001
PerfCourtClerk88@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk88,92,"Newcastle Moot Hall",92,CourtClerk,4315233,10793546,4314625,10792047,4299745,10755048,4291489,10734316,4316177,10795888
PerfCourtClerk89@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk89,100,"Oxford Combined Court Centre",100,CourtClerk,7241041,18107197,7277601,18198521,7245329,18117776,7216769,18046210,7243473,18113233
PerfCourtClerk90@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk90,73,"Leonardo Hotel",73,CourtClerk,933401,2335190,933673,2335896,942425,2357925,923961,2311614,939977,2351690
PerfCourtClerk91@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk91,69,"Leeds Cloth Hall Court",69,CourtClerk,2589750,6477185,2578550,6449439,2587398,6471318,2573078,6435786,2587398,6471318
PerfCourtClerk92@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk92,84,"Maidstone CC Great Danes Hotel",84,CourtClerk,476668,1192407,481740,1205132,488444,1221987,483500,1209511,472860,1182960
PerfCourtClerk93@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk93,27,"Chester",27,CourtClerk,4437938,11099538,4444786,11116733,4438946,11102056,4437938,11099538,4449490,11128469
PerfCourtClerk94@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk94,1,"Birmingham Crown Court sitting at 4 Newton Street",1,CourtClerk,242776,607225,238664,596969,296136,740895,303544,759417,282152,706231
PerfCourtClerk95@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk95,68,"Leeds Combined Court Centre",68,CourtClerk,3175170,7942122,3363858,8413729,3306866,8270844,3181554,7958155,3205314,8017293
PerfCourtClerk96@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk96,74,"Lewes CC Sitting at Chichester",74,CourtClerk,726595,1816944,706483,1766494,711331,1778661,706483,1766495,709123,1773228
PerfCourtClerk97@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk97,101,"Peterborough Combined Court Centre",101,CourtClerk,2324257,5813343,2342033,5857733,2335889,5842375,2342033,5857733,2315793,5792125
PerfCourtClerk98@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk98,85,"Manchester Crown Square",85,CourtClerk,7761028,19408092,7777988,19450282,7692292,19235852,7788372,19476458,7726692,19322301
PerfCourtClerk99@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk99,78,"Liverpool Crown Court",78,CourtClerk,4171760,10434454,4171760,10434454,4171760,10434454,4171760,10434454,,
