hea_id,start_ts,end_ts,usr_id,defendant_name,judge_name
6270546,2023-08-31T07:05:35.000z,2023-08-31T08:05:35.000z,844,Rhys,Default, Judge
6281180,2024-05-26T04:41:33.000z,2024-05-26T05:41:33.000z,641,Joziah,Her Honour Judge Beard
6314395,2023-11-16T05:55:23.000z,2023-11-16T06:55:23.000z,597,Tiffany,His Honour Judge Hansen
6315539,2024-02-19T06:55:12.000z,2024-02-19T07:55:12.000z,382,Serenity,N/A
6318953,2023-11-20T03:47:00.000z,2023-11-20T04:47:00.000z,382,Douglas,Default, Judge
6319301,2023-03-05T12:51:49.000z,2023-03-05T13:51:49.000z,382,Trevor,Deleon KC
6335246,2024-01-21T02:08:29.000z,2024-01-21T03:08:29.000z,382,Avianna,HER HONOUR JUDGE Bates
6342507,2023-10-06T14:07:58.000z,2023-10-06T15:07:58.000z,382,Ambrose,Her Honour Judge Castaneda
6366895,2024-01-14T19:23:33.000z,2024-01-14T20:23:33.000z,382,Danielle,NONE
6373825,2023-07-08T16:53:05.000z,2023-07-08T17:53:05.000z,382,Scarlet,NONE
6385982,2023-06-26T04:41:37.000z,2023-06-26T05:41:37.000z,597,Eliel,NONE
6389031,2024-04-29T04:55:56.000z,2024-04-29T05:55:56.000z,597,Melanie,THE RECORDER OF HUNTINGDON LAW COURTS
6391265,2023-09-01T10:02:44.000z,2023-09-01T11:02:44.000z,597,Paislee,Default, Judge
6392021,2024-02-05T10:24:03.000z,2024-02-05T11:24:03.000z,382,Peter,HIS HONOUR JUDGE Lloyd
6399908,2023-11-29T21:20:23.000z,2023-11-29T22:20:23.000z,597,Porter,N/A
6401525,2024-01-17T22:41:23.000z,2024-01-17T23:41:23.000z,545,Roland,HER HONOUR JUDGE Johnson
6407506,2023-09-06T11:04:19.000z,2023-09-06T12:04:19.000z,545,Cason,HER HONOUR JUDGE Jacobs
6431531,2023-08-23T01:50:06.000z,2023-08-23T02:50:06.000z,575,Randy,His Honour Judge Jacobson
6437135,2023-12-26T02:01:47.000z,2023-12-26T03:01:47.000z,575,Bentlee,NONE
6443867,2023-12-02T10:26:16.000z,2023-12-02T11:26:16.000z,575,Clementine,HER HONOUR JUDGE Young
6455446,2023-07-11T04:59:38.000z,2023-07-11T05:59:38.000z,545,Matilda,Default, Judge
6461306,2024-01-16T07:18:26.000z,2024-01-16T08:18:26.000z,575,Leonel,HIS HONOUR JUDGE Barker
6462903,2024-01-28T04:44:26.000z,2024-01-28T05:44:26.000z,545,Ander,HER HONOUR JUDGE Pineda
6465356,2023-11-28T15:58:49.000z,2023-11-28T16:58:49.000z,545,Lauren,N/A
6484359,2023-04-25T07:01:25.000z,2023-04-25T08:01:25.000z,575,Phillip,Default, Judge
6491352,2023-08-07T13:21:09.000z,2023-08-07T14:21:09.000z,575,Layne,Her Honour Judge Peterson
6493274,2023-11-24T12:32:51.000z,2023-11-24T13:32:51.000z,575,Stefan,His Honour Judge Chavez
6506792,2023-03-17T19:04:56.000z,2023-03-17T20:04:56.000z,729,Elena,His Honour Judge Griffin
6525486,2023-07-18T04:13:55.000z,2023-07-18T05:13:55.000z,605,Maci,Her Honour Judge Lang
6540315,2023-12-01T16:10:49.000z,2023-12-01T17:10:49.000z,605,Nathan,THE RECORDER OF ST ALBANS MAGISTRATES COURT
6548616,2023-09-15T02:45:33.000z,2023-09-15T03:45:33.000z,605,Scarlet,His Honour Judge Bravo
6559376,2023-06-11T11:52:54.000z,2023-06-11T12:52:54.000z,729,Briar,His Honour Judge McCall
6560271,2023-03-24T15:03:00.000z,2023-03-24T16:03:00.000z,605,Lila,N/A
6561376,2023-12-07T11:01:08.000z,2023-12-07T12:01:08.000z,605,Lyric,HIS HONOUR JUDGE Phillips
6561816,2024-01-15T17:51:54.000z,2024-01-15T18:51:54.000z,729,Elisa,N/A
6562520,2023-06-08T18:51:30.000z,2023-06-08T19:51:30.000z,729,Naomi,NONE
6562976,2023-09-27T10:44:57.000z,2023-09-27T11:44:57.000z,605,Lilyana,THE RECORDER OF ST ALBANS MAGISTRATES COURT
6565353,2023-03-23T17:30:42.000z,2023-03-23T18:30:42.000z,729,Jaylah,Alexander KC
6565394,2023-06-08T04:09:23.000z,2023-06-08T05:09:23.000z,729,Madeleine,Default, Judge
6574176,2024-03-27T15:15:02.000z,2024-03-27T16:15:02.000z,729,Jane,McConnell KC
6616796,2023-09-07T03:27:36.000z,2023-09-07T04:27:36.000z,624,Hayley,Default, Judge
6626078,2023-12-30T04:50:20.000z,2023-12-30T05:50:20.000z,624,Bjorn,THE RECORDER OF WOLVERHAMPTON CC AT PARK HALL
6639452,2023-03-11T05:55:15.000z,2023-03-11T06:55:15.000z,624,Gabriel,NONE
6642724,2023-11-02T07:24:12.000z,2023-11-02T08:24:12.000z,624,Anakin,NONE
6644652,2023-10-29T02:06:02.000z,2023-10-29T03:06:02.000z,618,Poppy,NONE
6645282,2023-11-17T05:57:55.000z,2023-11-17T06:57:55.000z,624,Aurora,Paul KC
6652328,2023-12-17T18:17:04.000z,2023-12-17T19:17:04.000z,618,Lina,Default, Judge
6658685,2023-11-07T20:05:47.000z,2023-11-07T21:05:47.000z,624,Naya,HER HONOUR JUDGE Douglas
6676357,2023-09-03T22:38:22.000z,2023-09-03T23:38:22.000z,624,Hezekiah,N/A
6684496,2023-02-26T14:51:28.000z,2023-02-26T15:51:28.000z,618,Belen,Her Honour Judge Bates
6686526,2023-10-03T04:38:28.000z,2023-10-03T05:38:28.000z,624,Jose,N/A
6702543,2024-01-17T02:28:53.000z,2024-01-17T03:28:53.000z,766,Noah,Default, Judge
6715751,2023-05-28T20:30:29.000z,2023-05-28T21:30:29.000z,632,Vivian,N/A
6746819,2023-07-19T10:03:08.000z,2023-07-19T11:03:08.000z,766,Ashley,NONE
6756788,2023-10-13T12:07:06.000z,2023-10-13T13:07:06.000z,766,Zyair,HER HONOUR JUDGE Cantu
6767980,2024-01-08T20:47:44.000z,2024-01-08T21:47:44.000z,766,Vanessa,N/A
6768019,2024-02-29T12:08:04.000z,2024-02-29T13:08:04.000z,632,Alec,HER HONOUR JUDGE Schwartz
6778799,2024-05-24T16:12:32.000z,2024-05-24T17:12:32.000z,766,Laylah,Glass KC
6789605,2024-03-31T14:22:02.000z,2024-03-31T15:22:02.000z,630,Kashton,Strickland KC
6796239,2023-03-20T02:44:53.000z,2023-03-20T03:44:53.000z,630,Clementine,Her Honour Judge Gallegos
6808139,2024-04-22T02:25:19.000z,2024-04-22T03:25:19.000z,630,Briar,HIS HONOUR JUDGE Solis
6828007,2023-04-25T16:05:56.000z,2023-04-25T17:05:56.000z,630,Amayah,N/A
6835135,2024-02-12T08:13:14.000z,2024-02-12T09:13:14.000z,764,Deacon,HER HONOUR JUDGE Gates
6837025,2023-11-11T19:22:22.000z,2023-11-11T20:22:22.000z,630,Malachi,N/A
6845902,2024-04-06T11:21:38.000z,2024-04-06T12:21:38.000z,630,Micah,NONE
6846182,2023-09-04T00:44:27.000z,2023-09-04T01:44:27.000z,764,Raya,HER HONOUR JUDGE Stevens
6856623,2024-04-06T16:28:24.000z,2024-04-06T17:28:24.000z,630,Gerardo,N/A
6858818,2024-03-27T10:57:49.000z,2024-03-27T11:57:49.000z,630,Curtis,Boyd KC
6874071,2024-01-01T12:53:14.000z,2024-01-01T13:53:14.000z,630,Stella,Nash KC
6879354,2024-03-28T17:33:54.000z,2024-03-28T18:33:54.000z,630,Jaylee,His Honour Judge Cobb
6882810,2024-04-06T21:31:41.000z,2024-04-06T22:31:41.000z,640,Layton,HER HONOUR JUDGE Calderon
6887448,2023-09-07T10:40:37.000z,2023-09-07T11:40:37.000z,640,Theodore,NONE
6889327,2024-05-18T09:54:55.000z,2024-05-18T10:54:55.000z,302,Aniyah,Goodman QC
6905807,2023-06-11T11:37:55.000z,2023-06-11T12:37:55.000z,302,Ty,Default, Judge
6912759,2023-03-06T03:07:59.000z,2023-03-06T04:07:59.000z,302,Cedric,Mathis KC
6929663,2023-08-31T09:28:29.000z,2023-08-31T10:28:29.000z,302,Dylan,Default, Judge
6943195,2024-02-10T20:07:36.000z,2024-02-10T21:07:36.000z,640,August,N/A
6959030,2024-03-10T03:51:51.000z,2024-03-10T04:51:51.000z,640,London,NONE
6967046,2023-05-27T14:03:17.000z,2023-05-27T15:03:17.000z,640,Jakob,N/A
6970305,2024-03-31T18:07:36.000z,2024-03-31T19:07:36.000z,640,Ronan,Russo KC
6978893,2024-02-04T13:01:54.000z,2024-02-04T14:01:54.000z,421,Alfredo,Her Honour Judge Davila
6991878,2024-02-16T17:00:55.000z,2024-02-16T18:00:55.000z,598,Beau,HER HONOUR JUDGE Cardenas
6993707,2024-04-25T06:28:14.000z,2024-04-25T07:28:14.000z,598,Finn,Default, Judge
7000426,2023-03-17T04:47:29.000z,2023-03-17T05:47:29.000z,421,Derek,Default, Judge
7018859,2023-08-09T12:03:19.000z,2023-08-09T13:03:19.000z,598,Cade,His Honour Judge Flores
7024650,2024-01-18T03:06:02.000z,2024-01-18T04:06:02.000z,421,Hunter,His Honour Judge Gonzales
7032170,2023-05-15T12:33:10.000z,2023-05-15T13:33:10.000z,598,Hugh,Deleon QC
7051230,2024-01-28T16:14:06.000z,2024-01-28T17:14:06.000z,421,Dakari,N/A
7052638,2023-09-16T10:33:36.000z,2023-09-16T11:33:36.000z,598,Bradley,HIS HONOUR JUDGE Bernal
7058884,2023-12-31T00:04:11.000z,2023-12-31T01:04:11.000z,598,Franco,NONE
7062006,2024-04-16T13:04:40.000z,2024-04-16T14:04:40.000z,598,Novah,Johnston KC
7072580,2023-03-23T08:40:41.000z,2023-03-23T09:40:41.000z,421,Zayne,HER HONOUR JUDGE Diaz
7078215,2023-06-06T03:34:37.000z,2023-06-06T04:34:37.000z,598,Rex,His Honour Judge Owens
7083726,2023-06-05T16:50:17.000z,2023-06-05T17:50:17.000z,598,Oaklee,Bentley KC
7084112,2023-10-03T08:54:34.000z,2023-10-03T09:54:34.000z,421,Giuliana,Vance KC
7088725,2023-03-02T07:25:33.000z,2023-03-02T08:25:33.000z,598,Corinne,THE RECORDER OF INNER LONDON
7106026,2023-03-25T16:34:15.000z,2023-03-25T17:34:15.000z,598,Mercy,His Honour Judge Pierce
7110754,2023-06-19T21:28:58.000z,2023-06-19T22:28:58.000z,598,Vivienne,THE RECORDER OF INNER LONDON
7123654,2023-12-29T15:38:45.000z,2023-12-29T16:38:45.000z,421,Reginald,George KC
7123740,2023-07-12T21:24:48.000z,2023-07-12T22:24:48.000z,421,Levi,HER HONOUR JUDGE Gray
7137261,2024-05-10T14:10:51.000z,2024-05-10T15:10:51.000z,598,Alexandria,Her Honour Judge Cortes
7142359,2023-11-14T13:26:11.000z,2023-11-14T14:26:11.000z,598,Jagger,THE RECORDER OF INNER LONDON
7149699,2023-09-16T21:23:48.000z,2023-09-16T22:23:48.000z,598,Zain,Le QC
7161260,2023-03-27T03:59:37.000z,2023-03-27T04:59:37.000z,598,Jovanni,Gilmore QC
7169588,2024-05-06T14:50:05.000z,2024-05-06T15:50:05.000z,598,Skylar,His Honour Judge Berger
7182132,2023-08-12T13:37:34.000z,2023-08-12T14:37:34.000z,598,Mabel,His Honour Judge Henry
7184392,2023-12-27T04:46:23.000z,2023-12-27T05:46:23.000z,421,Allyson,Default, Judge
7186189,2023-04-27T03:00:04.000z,2023-04-27T04:00:04.000z,421,Derrick,HIS HONOUR JUDGE Barker
7187680,2023-05-30T22:03:28.000z,2023-05-30T23:03:28.000z,421,Kylan,Nash KC
7212771,2024-01-03T05:20:54.000z,2024-01-03T06:20:54.000z,598,Greyson,HIS HONOUR JUDGE Moyer
7213906,2023-09-25T18:18:41.000z,2023-09-25T19:18:41.000z,421,Kaleb,THE RECORDER OF INNER LONDON
7233068,2024-05-09T17:57:21.000z,2024-05-09T18:57:21.000z,421,Vanessa,N/A
7257589,2024-01-20T00:21:01.000z,2024-01-20T01:21:01.000z,421,Kody,Her Honour Judge Hudson
7270048,2024-04-24T02:07:00.000z,2024-04-24T03:07:00.000z,421,Skyler,Petersen QC
7272814,2024-04-17T08:38:08.000z,2024-04-17T09:38:08.000z,421,Kendra,NONE
7279028,2023-08-06T11:11:15.000z,2023-08-06T12:11:15.000z,421,Parker,Knight KC
7280826,2024-03-02T14:09:47.000z,2024-03-02T15:09:47.000z,421,Blair,HIS HONOUR JUDGE Wilkerson
7286816,2023-10-20T22:13:01.000z,2023-10-20T23:13:01.000z,421,Emely,His Honour Judge Livingston
7296441,2024-04-06T22:15:57.000z,2024-04-06T23:15:57.000z,421,Esme,Default, Judge
7297871,2023-08-22T14:41:17.000z,2023-08-22T15:41:17.000z,598,Dalton,Bradford QC
7300768,2023-11-09T11:43:22.000z,2023-11-09T12:43:22.000z,598,Aria,Default, Judge
7301783,2023-08-01T15:14:50.000z,2023-08-01T16:14:50.000z,598,Bristol,Default, Judge
7307290,2023-05-26T02:56:34.000z,2023-05-26T03:56:34.000z,598,Zyair,HIS HONOUR JUDGE Mathews
7311381,2023-05-09T07:01:34.000z,2023-05-09T08:01:34.000z,598,Jakob,N/A
7319594,2023-11-13T18:02:12.000z,2023-11-13T19:02:12.000z,598,Josiah,HIS HONOUR JUDGE Hardy
7324385,2024-05-03T20:16:20.000z,2024-05-03T21:16:20.000z,598,Kace,HIS HONOUR JUDGE Small
7332072,2023-03-24T08:45:15.000z,2023-03-24T09:45:15.000z,421,Roland,THE RECORDER OF INNER LONDON
7338402,2024-02-15T01:57:41.000z,2024-02-15T02:57:41.000z,421,Jaycee,Park QC
7341441,2024-02-24T22:05:33.000z,2024-02-24T23:05:33.000z,421,Hannah,His Honour Judge Peterson
7346798,2023-07-02T16:13:04.000z,2023-07-02T17:13:04.000z,421,Corey,Default, Judge
7355096,2023-03-24T14:22:34.000z,2023-03-24T15:22:34.000z,598,Alexa,Default, Judge
7357424,2024-04-07T10:06:50.000z,2024-04-07T11:06:50.000z,421,Noemi,NONE
7367926,2024-03-10T13:14:53.000z,2024-03-10T14:14:53.000z,598,Paislee,N/A
7380745,2023-12-03T21:30:01.000z,2023-12-03T22:30:01.000z,598,Annika,Stafford KC
7386461,2024-03-15T07:17:53.000z,2024-03-15T08:17:53.000z,598,Nicholas,Default, Judge
7407695,2023-11-13T07:50:51.000z,2023-11-13T08:50:51.000z,614,Angie,HER HONOUR JUDGE Madden
7415327,2023-11-08T12:16:35.000z,2023-11-08T13:16:35.000z,614,Lydia,Montes QC
7444557,2023-05-09T06:01:04.000z,2023-05-09T07:01:04.000z,614,Michael,Bonilla KC
7450756,2024-02-05T22:14:36.000z,2024-02-05T23:14:36.000z,614,Mark,His Honour Judge Perkins
7454067,2024-05-18T11:47:21.000z,2024-05-18T12:47:21.000z,614,Estella,HER HONOUR JUDGE Hines
7455389,2023-12-20T11:58:41.000z,2023-12-20T12:58:41.000z,614,Mackenzie,THE RECORDER OF WARWICK
7472353,2023-07-31T03:05:40.000z,2023-07-31T04:05:40.000z,614,Giuliana,NONE
7478664,2023-10-07T20:15:29.000z,2023-10-07T21:15:29.000z,614,Blakely,N/A
7487937,2023-09-15T04:21:35.000z,2023-09-15T05:21:35.000z,650,Emilia,His Honour Judge Powell
7489131,2023-08-15T12:28:30.000z,2023-08-15T13:28:30.000z,650,Trinity,THE RECORDER OF WARWICK
7502741,2024-03-24T09:55:17.000z,2024-03-24T10:55:17.000z,614,Elizabeth,NONE
7506956,2023-08-09T05:28:40.000z,2023-08-09T06:28:40.000z,650,Hugh,HIS HONOUR JUDGE Berger
7510884,2023-08-10T16:28:22.000z,2023-08-10T17:28:22.000z,614,Wesson,Default, Judge
7513582,2023-11-01T00:17:58.000z,2023-11-01T01:17:58.000z,614,Amy,THE RECORDER OF WARWICK
7522246,2024-01-01T14:20:06.000z,2024-01-01T15:20:06.000z,614,Ayaan,HIS HONOUR JUDGE Cano
7540994,2024-03-21T15:06:59.000z,2024-03-21T16:06:59.000z,650,Zechariah,Erickson QC
7544329,2023-08-11T06:00:34.000z,2023-08-11T07:00:34.000z,614,Kara,Hudson KC
7546440,2023-07-09T18:31:09.000z,2023-07-09T19:31:09.000z,614,Allyson,HIS HONOUR JUDGE Pittman
7549146,2023-05-21T02:29:02.000z,2023-05-21T03:29:02.000z,650,Clare,Miranda KC
7550622,2023-07-28T03:06:48.000z,2023-07-28T04:06:48.000z,614,Phoenix,HER HONOUR JUDGE McDowell
7554594,2024-03-30T18:24:16.000z,2024-03-30T19:24:16.000z,614,Kyson,Default, Judge
7571949,2023-06-10T08:39:45.000z,2023-06-10T09:39:45.000z,650,Journee,Default, Judge
7576457,2023-08-15T14:39:41.000z,2023-08-15T15:39:41.000z,650,Giselle,Daniels KC
7603187,2023-07-02T10:43:04.000z,2023-07-02T11:43:04.000z,614,Sunny,Her Honour Judge Barajas
7607589,2023-12-12T11:33:57.000z,2023-12-12T12:33:57.000z,614,Ruben,Waters KC
7613987,2023-06-25T18:20:14.000z,2023-06-25T19:20:14.000z,650,Malachi,HER HONOUR JUDGE Perez
7618182,2023-05-03T00:11:52.000z,2023-05-03T01:11:52.000z,747,Enoch,Default, Judge
7619547,2023-05-02T10:48:14.000z,2023-05-02T11:48:14.000z,747,Luciano,N/A
7625813,2023-09-01T11:05:02.000z,2023-09-01T12:05:02.000z,747,Valeria,THE RECORDER OF LUTON
7633331,2023-05-02T21:20:28.000z,2023-05-02T22:20:28.000z,747,Bryant,Daniels KC
7633496,2024-05-07T18:24:03.000z,2024-05-07T19:24:03.000z,465,Beau,Her Honour Judge Barron
7638980,2024-04-16T05:47:52.000z,2024-04-16T06:47:52.000z,747,Theo,His Honour Judge Chavez
7644106,2023-12-19T01:35:49.000z,2023-12-19T02:35:49.000z,465,Baker,N/A
7660738,2023-10-09T20:54:38.000z,2023-10-09T21:54:38.000z,465,King,Default, Judge
7662802,2024-05-08T00:40:08.000z,2024-05-08T01:40:08.000z,465,Zara,Huffman KC
7663518,2023-08-01T19:01:52.000z,2023-08-01T20:01:52.000z,747,Adalee,HER HONOUR JUDGE Fernandez
7674677,2024-03-01T20:32:34.000z,2024-03-01T21:32:34.000z,465,Lila,Her Honour Judge Salinas
7675147,2023-09-01T05:02:12.000z,2023-09-01T06:02:12.000z,465,Malani,McClure QC
7681981,2023-05-07T17:22:56.000z,2023-05-07T18:22:56.000z,747,Cade,Lyons QC
7692269,2023-07-22T10:44:09.000z,2023-07-22T11:44:09.000z,747,Dakota,Default, Judge
7722325,2023-11-29T13:10:59.000z,2023-11-29T14:10:59.000z,465,Zaniyah,His Honour Judge Strickland
7722671,2024-02-24T22:55:36.000z,2024-02-24T23:55:36.000z,465,Gabrielle,Dunlap KC
7724817,2023-10-22T18:25:59.000z,2023-10-22T19:25:59.000z,465,Danielle,THE RECORDER OF LUTON
7724934,2024-01-06T02:38:36.000z,2024-01-06T03:38:36.000z,747,Nicholas,Kerr QC
7732810,2023-04-11T01:09:38.000z,2023-04-11T02:09:38.000z,465,Rowan,THE RECORDER OF LUTON
7738369,2023-10-17T22:57:27.000z,2023-10-17T23:57:27.000z,465,Frank,THE RECORDER OF LUTON
7759621,2023-06-18T03:41:49.000z,2023-06-18T04:41:49.000z,747,Mazikee,THE RECORDER OF LUTON
7764990,2023-05-15T02:21:41.000z,2023-05-15T03:21:41.000z,465,Aziel,N/A
7769229,2024-02-26T00:20:18.000z,2024-02-26T01:20:18.000z,465,Josephine,Russo KC
7774620,2024-02-18T06:39:57.000z,2024-02-18T07:39:57.000z,465,Indie,THE RECORDER OF LUTON
7777661,2023-10-27T16:55:17.000z,2023-10-27T17:55:17.000z,465,Emma,NONE
7778701,2023-05-04T15:09:58.000z,2023-05-04T16:09:58.000z,465,Lilah,His Honour Judge Parrish
7792745,2023-05-20T20:40:54.000z,2023-05-20T21:40:54.000z,747,Lawson,NONE
7808977,2023-12-29T06:44:26.000z,2023-12-29T07:44:26.000z,747,Philip,His Honour Judge Terry
7820159,2024-03-08T05:13:10.000z,2024-03-08T06:13:10.000z,574,Stella,Her Honour Judge Molina
7825932,2024-01-15T05:13:11.000z,2024-01-15T06:13:11.000z,544,Cade,N/A
7835608,2023-10-24T05:08:46.000z,2023-10-24T06:08:46.000z,574,Bruce,THE RECORDER OF LEEDS
7849602,2023-07-31T13:44:38.000z,2023-07-31T14:44:38.000z,544,Leland,NONE
7859382,2024-03-30T18:09:15.000z,2024-03-30T19:09:15.000z,574,Ashley,NONE
7860693,2024-04-27T12:51:37.000z,2024-04-27T13:51:37.000z,544,Khari,N/A
7863520,2024-04-06T15:39:18.000z,2024-04-06T16:39:18.000z,544,Jameson,Cole KC
7868982,2023-06-24T21:20:11.000z,2023-06-24T22:20:11.000z,544,Nevaeh,Her Honour Judge Duffy
7871995,2023-10-27T08:21:28.000z,2023-10-27T09:21:28.000z,544,Lea,Fox QC
7882119,2024-05-04T18:05:31.000z,2024-05-04T19:05:31.000z,574,Mallory,Macias QC
7886622,2024-05-25T19:04:41.000z,2024-05-25T20:04:41.000z,574,Phoebe,His Honour Judge Pena
7889694,2024-04-07T07:17:14.000z,2024-04-07T08:17:14.000z,544,Jocelyn,His Honour Judge Glenn
7891330,2023-12-23T08:56:39.000z,2023-12-23T09:56:39.000z,574,Giuliana,HIS HONOUR JUDGE Kirk
7897390,2023-07-03T10:32:56.000z,2023-07-03T11:32:56.000z,544,Skyler,Default, Judge
7902871,2023-06-20T06:03:42.000z,2023-06-20T07:03:42.000z,544,Lucian,Jimenez QC
7914109,2023-08-06T11:20:40.000z,2023-08-06T12:20:40.000z,574,Maya,NONE
7923866,2024-03-04T21:34:04.000z,2024-03-04T22:34:04.000z,574,London,HIS HONOUR JUDGE Duffy
7944122,2023-05-02T17:23:51.000z,2023-05-02T18:23:51.000z,544,Kody,HER HONOUR JUDGE Sellers
7958342,2024-01-09T20:54:54.000z,2024-01-09T21:54:54.000z,544,Bryan,HIS HONOUR JUDGE Pollard
7959462,2023-06-04T10:33:42.000z,2023-06-04T11:33:42.000z,574,Owen,HER HONOUR JUDGE Reyna
7962870,2023-10-31T16:16:05.000z,2023-10-31T17:16:05.000z,544,Skye,N/A
7968402,2024-03-04T10:51:18.000z,2024-03-04T11:51:18.000z,574,Melissa,His Honour Judge Truong
7968722,2024-02-04T04:06:45.000z,2024-02-04T05:06:45.000z,574,Neil,Johnson KC
7989966,2023-07-04T21:57:44.000z,2023-07-04T22:57:44.000z,574,London,N/A
7991626,2023-07-10T20:54:27.000z,2023-07-10T21:54:27.000z,574,Mara,Hicks QC
7992191,2023-06-18T01:42:22.000z,2023-06-18T02:42:22.000z,574,Camryn,HER HONOUR JUDGE Cabrera
8001123,2023-10-17T17:32:47.000z,2023-10-17T18:32:47.000z,544,Brooks,Alvarez KC
8008604,2023-03-06T20:37:24.000z,2023-03-06T21:37:24.000z,544,Everly,Case KC
8012231,2023-09-27T01:52:44.000z,2023-09-27T02:52:44.000z,574,Harvey,Default, Judge
8020767,2024-05-12T20:08:05.000z,2024-05-12T21:08:05.000z,544,Michaela,HER HONOUR JUDGE Bauer
8022560,2023-03-14T19:10:40.000z,2023-03-14T20:10:40.000z,544,Jayleen,Carr QC
8032385,2023-08-02T18:35:11.000z,2023-08-02T19:35:11.000z,574,Atreus,Her Honour Judge Choi
8034378,2024-02-01T16:10:35.000z,2024-02-01T17:10:35.000z,574,Beatrice,Lyons KC
8034416,2023-04-02T06:55:35.000z,2023-04-02T07:55:35.000z,574,Reed,HIS HONOUR JUDGE Becker
8035366,2023-06-11T19:33:20.000z,2023-06-11T20:33:20.000z,574,Charlie,Default, Judge
8035526,2023-05-02T18:54:16.000z,2023-05-02T19:54:16.000z,544,Paisley,NONE
8037269,2023-12-10T20:05:18.000z,2023-12-10T21:05:18.000z,544,Otis,Cohen QC
8038962,2023-03-17T15:51:59.000z,2023-03-17T16:51:59.000z,544,Violette,HER HONOUR JUDGE Kramer
8041318,2024-05-17T01:43:31.000z,2024-05-17T02:43:31.000z,574,Emily,NONE
8047160,2023-09-19T02:25:39.000z,2023-09-19T03:25:39.000z,544,Uriah,HER HONOUR JUDGE Hines
8060162,2023-04-25T06:19:29.000z,2023-04-25T07:19:29.000z,544,Karen,THE RECORDER OF LEEDS
8079256,2023-09-04T02:26:47.000z,2023-09-04T03:26:47.000z,574,Ben,Default, Judge
8080807,2024-01-21T20:23:44.000z,2024-01-21T21:23:44.000z,574,Emir,HIS HONOUR JUDGE Macias
8095322,2023-08-06T12:18:38.000z,2023-08-06T13:18:38.000z,544,Tobias,Her Honour Judge Fisher
8106148,2023-11-16T06:38:12.000z,2023-11-16T07:38:12.000z,544,Amari,HIS HONOUR JUDGE Peck
8110944,2023-12-10T04:43:21.000z,2023-12-10T05:43:21.000z,574,Luciano,His Honour Judge Acevedo
8111413,2023-04-29T00:35:34.000z,2023-04-29T01:35:34.000z,574,Luka,Esparza QC
8121333,2024-01-06T16:58:28.000z,2024-01-06T17:58:28.000z,544,Jake,THE RECORDER OF LEEDS
8130375,2023-08-07T15:15:03.000z,2023-08-07T16:15:03.000z,544,Alivia,Frazier QC
8130503,2023-06-26T19:37:36.000z,2023-06-26T20:37:36.000z,574,Ameer,NONE
8132257,2023-03-25T13:48:34.000z,2023-03-25T14:48:34.000z,574,Veronica,NONE
8138852,2023-04-19T02:27:28.000z,2023-04-19T03:27:28.000z,544,Omar,Phillips KC
8168323,2023-08-31T17:30:01.000z,2023-08-31T18:30:01.000z,544,Karter,Jensen QC
8168646,2023-10-02T06:59:22.000z,2023-10-02T07:59:22.000z,574,Kylen,His Honour Judge Cuevas
8182884,2023-03-19T14:11:17.000z,2023-03-19T15:11:17.000z,544,Kori,Branch QC
8185210,2023-05-31T21:33:55.000z,2023-05-31T22:33:55.000z,574,Alex,Her Honour Judge Morse
8203716,2023-04-15T21:40:19.000z,2023-04-15T22:40:19.000z,574,Elliott,N/A
8224311,2023-04-18T21:07:57.000z,2023-04-18T22:07:57.000z,544,Stephen,Crawford QC
8225134,2023-12-11T03:58:17.000z,2023-12-11T04:58:17.000z,574,Byron,N/A
8226612,2024-04-10T02:40:12.000z,2024-04-10T03:40:12.000z,574,Castiel,HIS HONOUR JUDGE Santana
8234732,2024-04-12T08:26:57.000z,2024-04-12T09:26:57.000z,544,Jocelyn,Her Honour Judge Farrell
8251456,2023-03-04T12:42:14.000z,2023-03-04T13:42:14.000z,574,Diana,Torres KC
8259825,2023-07-09T20:03:36.000z,2023-07-09T21:03:36.000z,574,Gwendolyn,Default, Judge
8261945,2023-11-08T05:53:31.000z,2023-11-08T06:53:31.000z,574,Hudson,HIS HONOUR JUDGE Mora
8263362,2023-07-08T02:51:14.000z,2023-07-08T03:51:14.000z,544,Cedric,HER HONOUR JUDGE Cohen
8283449,2023-02-28T22:23:04.000z,2023-02-28T23:23:04.000z,544,Hanna,Tapia QC
8285053,2023-06-14T11:26:22.000z,2023-06-14T12:26:22.000z,574,Ayden,HER HONOUR JUDGE Deleon
8290970,2023-05-15T01:45:32.000z,2023-05-15T02:45:32.000z,574,Jayda,Ochoa KC
8296713,2023-06-11T20:13:35.000z,2023-06-11T21:13:35.000z,544,Melanie,HIS HONOUR JUDGE Navarro
8299409,2023-03-02T21:31:24.000z,2023-03-02T22:31:24.000z,544,Callan,Her Honour Judge Vance
8310285,2023-04-14T01:49:57.000z,2023-04-14T02:49:57.000z,544,Zoie,HIS HONOUR JUDGE McMillan
8310650,2023-02-26T20:49:11.000z,2023-02-26T21:49:11.000z,544,Tiffany,N/A
8323470,2024-05-21T08:09:04.000z,2024-05-21T09:09:04.000z,574,Itzayana,His Honour Judge Briggs
8348032,2023-03-20T19:33:47.000z,2023-03-20T20:33:47.000z,544,Donovan,NONE
8351872,2024-03-19T04:27:52.000z,2024-03-19T05:27:52.000z,574,Kaitlyn,Davila QC
